,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
35,Press release,Ukraine: Council adopts negotiating mandate to unlock additional support under the home affairs funds,16.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/16/ukraine-council-adopts-negotiating-mandate-to-unlock-additional-support-under-the-home-affairs-funds,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Refugee protection & Migration || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
36,Press release,Ukraine: Council approves swift release of cohesion resources to help refugees,16.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/16/ukraine-council-approves-swift-release-of-cohesion-resources-for-ukrainian-refugees,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Asia-Europe Meeting (ASEM) || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Refugee protection & Migration || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
37,Press release,Fourth package of sanctions in view of Russia’s military aggression against Ukraine: 15 additional individuals and 9 entities subject to EU restrictive measures,15.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/15/fourth-package-of-sanctions-in-view-of-russia-s-military-aggression-against-ukraine-15-additional-individuals-and-9-entities-subject-to-eu-restrictive-measures/,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Sanctions policy || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
38,Statement/Declaration,Russia/Ukraine: Statement by High Representative/Vice-President Josep Borrell on the fourth package of restrictive measures,11.03.2022,https://www.eeas.europa.eu/eeas/russiaukraine-statement-high-representativevice-president-josep-borrell-fourth-package-restrictive_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Refugee protection & Migration || Sanctions policy || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
39,Statement/Declaration,"G7 Leaders’ Statement, 11 March 2022",11.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/11/g7-leaders-statement-11-march-2022,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Sanctions || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
40,Press release,"The Versailles declaration, 10 and 11 March 2022",11.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/11/the-versailles-declaration-10-11-03-2022/?utm_source=dsms-auto&utm_medium=email&utm_campaign=The+Versailles+declaration%2c+10+and+11+March+2022,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Climate, Environment & Energy || Common Foreign & Security Policy (CFSP) || Eastern Europe || Eastern Partnership || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || French Southern Territories || Greenland || International Energy Agency (IEA) || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Sanctions policy || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
41,Speech/Remark,Informal EU Leaders’ meeting in Versailles: Remarks by High Representative/Vice-President Josep Borrell upon arrival,11.03.2022,https://www.eeas.europa.eu/eeas/informal-eu-leaders%E2%80%99-meeting-versailles-remarks-high-representativevice-president-josep-borrell-upon_en,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central Asia || Common Foreign & Security Policy (CFSP) || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Refugee protection & Migration || St Pierre and Miquelon || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
42,Statement/Declaration,"Statement of the heads of state or government, meeting in Versailles, on the Russian military aggression against Ukraine, 10 March 2022",11.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/11/statement-of-the-heads-of-state-or-government-on-the-russian-aggression-against-ukraine-10-03-2022/,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Common Foreign & Security Policy (CFSP) || Countering disinformation || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || International Energy Agency (IEA) || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Refugee protection & Migration || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe"
43,Press release,Russia’s military aggression against Ukraine: EU agrees new sectoral measures targeting Belarus and Russia,09.03.2022,https://europa.eu/!CQQPPb,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Sanctions policy || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
44,Statement/Declaration,"Northern Dimension Policy: Joint Statement by the European Union, Iceland and Norway on suspending activities with Russia and Belarus",08.03.2022,https://www.eeas.europa.eu/eeas/northern-dimension-policy-joint-statement-european-union-iceland-and-norway-suspending-activities_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Economic Relations, Connectivity & Innovation || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || Northern Dimension || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
45,Speech/Remark,Disinformation: Speech by High Representative/Vice-President Josep Borrell at the EP debate,08.03.2022,https://www.eeas.europa.eu/eeas/disinformation-speech-high-representativevice-president-josep-borrell-ep-debate_en,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Countering disinformation || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || International Energy Agency (IEA) || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
